z,n,name,levelEnergy(MeV),decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,halflife,halflifeUnit,halflifeUncertainty
52,79,131Te,0,B-,100,,-8.52E+4,6.10E-2,25,m,0.1
52,79,131Te,0.182258,B-,74.1,0.5,-8.50e+04,6.10e-02,32.86,h,0.39
52,79,131Te,0.182258,IT,25.9,0.5,-8.50e+04,6.10e-02,32.86,h,0.39
52,79,131Te,1.94,IT,100,,-8.33e+04,6.10e-02,93,ms,12
52,80,132Te,0,B-,100,,-8.51E+4,3.48,3.204,d,0.013
52,83,135Te,0,B-,100,,-7.77E+4,1.72,19,s,0.2
52,84,136Te,0,B-,100,,-7.44E+4,2.28,17.66,s,0.08
52,84,136Te,0,B-N,1.37,0.05,-7.44E+4,2.28,17.66,s,0.08
52,81,133Te,0,B-,100,,-8.29E+4,2.06,12.5,m,0.3
52,81,133Te,0.33426,B-,83.5,2,-8.26e+04,2.07e+00,55.4,m,0.4
52,81,133Te,0.33426,IT,16.5,2,-8.26e+04,2.07e+00,55.4,m,0.4
52,82,134Te,0,B-,100,,-8.25E+4,2.74,41.8,m,0.8
52,87,139Te,0,B-,100,,-6.02E+4,3.54,0.724,s,0.081
52,87,139Te,0,B-N,,,-6.02E+4,3.54,0.724,s,0.081
52,88,140Te,0,B-,100,,-5.63E+4,1.43E+1,351,ms,5
52,88,140Te,0,B-N,,,-5.63E+4,1.43E+1,351,ms,5
52,85,137Te,0,B-,100,,-6.93E+4,2.10,2.48,s,0.03
52,85,137Te,0,B-N,2.99,0.16,-6.93E+4,2.10,2.48,s,0.03
52,86,138Te,0,B-,100,,-6.56E+4,3.78,1.46,s,0.25
52,86,138Te,0,B-N,6.3,2.1,-6.56E+4,3.78,1.46,s,0.25
52,89,141Te,0,B-,100,,-5.06E+4,4.00E+2,193,ms,16
52,89,141Te,0,B-N,,,-5.06E+4,4.00E+2,193,ms,16
52,89,141Te,0,B-2N,,,-5.06E+4,4.00E+2,193,ms,16
52,90,142Te,0,B-,100,,-4.65E+4,5.00E+2,147,ms,7
52,90,142Te,0,B-N,,,-4.65E+4,5.00E+2,147,ms,7
52,90,142Te,0,B-2N,,,-4.65E+4,5.00E+2,147,ms,7
52,91,143Te,0,B-,100,,-4.05E+4,5.00E+2,120,ms,8
52,91,143Te,0,B-N,,,-4.05E+4,5.00E+2,120,ms,8
52,91,143Te,0,B-2N,,,-4.05E+4,5.00E+2,120,ms,8
52,92,144Te,0,B-,100,,-3.62E+4,3.00E+2,93,ms,60
52,92,144Te,0,B-N,,,-3.62E+4,3.00E+2,93,ms,60
52,92,144Te,0,B-2N,,,-3.62E+4,3.00E+2,93,ms,60
52,93,145Te,0,B-,100,,-3.00E+4,3.00E+2,,,
52,93,145Te,0,B-N,,,-3.00E+4,3.00E+2,,,
52,93,145Te,0,B-2N,,,-3.00E+4,3.00E+2,,,
53,55,108I,0,A,99.5,0.21,-5.27E+4,1.01E+2,26.4,ms,0.8
53,55,108I,0,P,0.5,0.21,-5.27E+4,1.01E+2,26.4,ms,0.8
53,55,108I,0,EC+B+,,,-5.27E+4,1.01E+2,26.4,ms,0.8
53,56,109I,0,P,99.986,0.004,-5.76E+4,6.72,92.7,us,0.7
53,56,109I,0,A,0.014,0.004,-5.76E+4,6.72,92.7,us,0.7
53,59,112I,0,EC+B+,99.9988,,-6.70E+4,1.02E+1,3.34,s,0.11
53,59,112I,0,ECP,0.88,0.1,-6.70E+4,1.02E+1,3.34,s,0.11
53,59,112I,0,ECA,0.104,0.012,-6.70E+4,1.02E+1,3.34,s,0.11
53,59,112I,0,A,0.0012,,-6.70E+4,1.02E+1,3.34,s,0.11
53,57,110I,0,A,17,4,-6.04E+4,6.19E+1,0.67,s,0.02
53,57,110I,0,EC+B+,83,4,-6.04E+4,6.19E+1,0.67,s,0.02
53,57,110I,0,ECP,11,3,-6.04E+4,6.19E+1,0.67,s,0.02
53,57,110I,0,ECA,1.1,0.3,-6.04E+4,6.19E+1,0.67,s,0.02
53,58,111I,0,EC+B+,99.9,,-6.49E+4,4.75,2.5,s,0.2
53,58,111I,0,A,0.1,,-6.49E+4,4.75,2.5,s,0.2
53,58,111I,0,ECP,,,-6.49E+4,4.75,2.5,s,0.2
53,62,115I,0,EC+B+,100,,-7.63E+4,2.88E+1,1.3,m,0.2
53,63,116I,0,EC+B+,100,,-7.74E+4,7.50E+1,2.91,s,0.15
53,60,113I,0,EC+B+,100,,-7.11E+4,8.01,5.9,s,0.5
53,61,114I,0,EC+B+,100,,-7.26E+4,2.00E+1,2.1,s,0.2
53,61,114I,0,ECP,,,-7.26E+4,2.00E+1,2.1,s,0.2
53,61,114I,0.26589999999999997,EC+B+,91,2,-7.24e+04,2.00e+01,6.2,s,0.5
53,61,114I,0.26589999999999997,IT,9,2,-7.24e+04,2.00e+01,6.2,s,0.5
53,66,119I,0,EC+B+,100,,-8.37E+4,2.17E+1,18.8,m,0.4
53,67,120I,0,EC+B+,100,,-8.37E+4,1.51E+1,81.7,m,0.2
53,67,120I,0.32,EC+B+,100,,-8.34e+04,1.51e+01,51,m,2
53,64,117I,0,EC+B+,100,,-8.04E+4,2.55E+1,2.22,m,0.04
53,65,118I,0,EC+B+,100,,-8.09E+4,1.97E+1,13.8,m,0.4
53,65,118I,0.18880000000000002,EC+B+,100,,-8.08e+04,1.98e+01,8.5,m,0.5
53,65,118I,0.18880000000000002,IT,,,-8.08e+04,1.98e+01,8.5,m,0.5
53,68,121I,0,EC+B+,100,,-8.62E+4,4.72,2.12,h,0.01
53,69,122I,0,EC+B+,100,,-8.60E+4,5.18,3.63,m,0.06
53,70,123I,0,EC+B+,100,,-8.79E+4,3.68,13.2229,h,0.0014
53,73,126I,0,B-,47.3,0.5,-8.79E+4,3.77,12.93,d,0.05
53,73,126I,0,EC+B+,52.7,0.5,-8.79E+4,3.77,12.93,d,0.05
53,71,124I,0,EC+B+,100,,-8.73E+4,2.29,4.176,d,0.0003
53,72,125I,0,EC,100,,-8.88E+4,1.35,59.398,d,0.012
53,77,130I,0,B-,100,,-8.69E+4,3.15,12.36,h,0.01
53,77,130I,0.0399525,IT,84,2,-8.69e+04,3.15e+00,8.83,m,0.05
53,77,130I,0.0399525,B-,16,2,-8.69e+04,3.15e+00,8.83,m,0.05
53,78,131I,0,B-,100,,-8.74E+4,6.05E-1,8.0247,d,0.0015
53,75,128I,0,B-,93.1,0.8,-8.77E+4,3.62,25,m,0.02
53,75,128I,0,EC+B+,6.9,0.8,-8.77E+4,3.62,25,m,0.02
53,76,129I,0,B-,100,,-8.85E+4,3.15,1.61e+07,y,1.75e+05
53,79,132I,0,B-,100,,-8.57E+4,4.06,2.2839,h,0.0017
53,79,132I,0.12,IT,86,2,-8.56e+04,4.07e+00,1.387,h,0.015
53,79,132I,0.12,B-,14,2,-8.56e+04,4.07e+00,1.387,h,0.015
53,80,133I,0,B-,100,,-8.58E+4,5.90,20.8,h,0.1
53,80,133I,1.634148,IT,100,,-8.42e+04,5.90e+00,9,s,2
53,81,134I,0,B-,100,,-8.40E+4,4.85,52.6,m,0.2
53,81,134I,0.31649,IT,97.7,1,-8.37e+04,4.86e+00,3.53,m,0.04
53,81,134I,0.31649,B-,2.3,1,-8.37e+04,4.86e+00,3.53,m,0.04
53,84,137I,0,B-,100,,-7.63E+4,8.38,24.13,s,0.12
53,84,137I,0,B-N,7.66,0.12,-7.63E+4,8.38,24.13,s,0.12
53,85,138I,0,B-,100,,-7.19E+4,5.96,6.303,s,0.041
53,85,138I,0,B-N,5.39,0.11,-7.19E+4,5.96,6.303,s,0.041
53,82,135I,0,B-,100,,-8.37E+4,2.06,6.55,h,0.03
53,83,136I,0,B-,100,,-7.95E+4,1.41E+1,83.4,s,0.4
53,83,136I,0.2,B-,100,,-7.93e+04,1.42e+01,46.6,s,1.1
53,88,141I,0,B-,100,,-5.99E+4,1.58E+1,418,ms,8
53,88,141I,0,B-N,21.2,2.2,-5.99E+4,1.58E+1,418,ms,8
53,89,142I,0,B-,100,,-5.48E+4,4.93,235,ms,11
53,89,142I,0,B-N,,,-5.48E+4,4.93,235,ms,11
53,89,142I,0,B-2N,,,-5.48E+4,4.93,235,ms,11
53,86,139I,0,B-,100,,-6.84E+4,4.00,2.29,s,0.02
53,86,139I,0,B-N,9.64,0.22,-6.84E+4,4.00,2.29,s,0.02
53,87,140I,0,B-,100,,-6.36E+4,1.21E+1,380,ms,20
53,87,140I,0,B-N,8.79,0.75,-6.36E+4,1.21E+1,380,ms,20
53,87,140I,0,B-2N,,,-6.36E+4,1.21E+1,380,ms,20
53,87,140I,0+X,B-,100,,-6.36E+4,1.21E+1,910,ms,50
53,87,140I,0+X,B-N,,,-6.36E+4,1.21E+1,910,ms,50
53,87,140I,0+X,B-,100,,-6.36E+4,1.21E+1,470,ms,40
53,87,140I,0+X,B-N,,,-6.36E+4,1.21E+1,470,ms,40
53,91,144I,0,B-,100,,-4.53E+4,4.00E+2,94,ms,8
53,91,144I,0,B-N,,,-4.53E+4,4.00E+2,94,ms,8
53,91,144I,0,B-2N,,,-4.53E+4,4.00E+2,94,ms,8
53,92,145I,0,B-,100,,-4.11E+4,5.00E+2,89.7,ms,9.3
53,92,145I,0,B-N,,,-4.11E+4,5.00E+2,89.7,ms,9.3
53,92,145I,0,B-2N,,,-4.11E+4,5.00E+2,89.7,ms,9.3
53,90,143I,0,B-,100,,-5.07E+4,2.00E+2,182,ms,8
53,90,143I,0,B-N,,,-5.07E+4,2.00E+2,182,ms,8
53,90,143I,0,B-2N,,,-5.07E+4,2.00E+2,182,ms,8
53,93,146I,0,B-,100,,-3.55E+4,3.00E+2,94,ms,26
53,93,146I,0,B-N,,,-3.55E+4,3.00E+2,94,ms,26
53,93,146I,0,B-2N,,,-3.55E+4,3.00E+2,94,ms,26
53,94,147I,0,B-,100,,-3.12E+4,3.00E+2,,,
53,94,147I,0,B-N,,,-3.12E+4,3.00E+2,,,
53,94,147I,0,B-2N,,,-3.12E+4,3.00E+2,,,
54,71,125Xe,0,EC+B+,100,,-8.71E+4,1.41,16.962,h,0.06
54,71,125Xe,0.25261,IT,100,,-8.69e+04,1.42e+00,56,s,3
54,75,129Xe,0.23614,IT,100,,-8.85e+04,5.05e-03,8.88,d,0.02
54,73,127Xe,0,EC,100,,-8.83E+4,4.08,36.344,d,0.005
54,73,127Xe,0.29710000000000003,IT,100,,-8.80e+04,4.09e+00,69.5,s,0.8
54,79,133Xe,0,B-,100,,-8.76E+4,2.40,5.2474,d,0.0005
54,79,133Xe,0.233221,IT,100,,-8.74e+04,2.40e+00,2.191,d,0.026
54,77,131Xe,0.16393000000000002,IT,100,,-8.82e+04,5.12e-03,11.931,d,0.016
54,82,136Xe,0,2B-,100,,-8.64E+4,7.00E-3,2.19e+21,y,4.85e+19-4.85e+19
54,81,135Xe,0,B-,100,,-8.64E+4,3.66,9.168,h,0.007
54,81,135Xe,0.5265510000000001,IT,99.7,0.28,-8.59e+04,3.67e+00,15.287,m,0.02
54,81,135Xe,0.5265510000000001,B-,0.3,0.28,-8.59e+04,3.67e+00,15.287,m,0.02
54,80,134Xe,1.9655,IT,100,,-8.62e+04,5.77e-03,290,ms,17
54,86,140Xe,0,B-,100,,-7.29E+4,2.32,13.6,s,0.1
54,85,139Xe,0,B-,100,,-7.56E+4,2.14,39.72,s,0.13
54,84,138Xe,0,B-,100,,-7.99E+4,2.80,14.14,m,0.05
54,83,137Xe,0,B-,100,,-8.23E+4,1.04E-1,3.821,m,0.011
54,89,143Xe,0,B-,100,,-6.02E+4,4.65,511,ms,6
54,89,143Xe,0,B-N,1,0.15,-6.02E+4,4.65,511,ms,6
54,88,142Xe,0,B-,100,,-6.52E+4,2.70,1.227,s,0.017
54,88,142Xe,0,B-N,0.369,0.06,-6.52E+4,2.70,1.227,s,0.017
54,87,141Xe,0,B-,100,,-6.81E+4,2.88,1.72,s,0.013
54,87,141Xe,0,B-N,0.044,0.005,-6.81E+4,2.88,1.72,s,0.013
54,93,147Xe,0,B-,100,,-4.24E+4,2.00E+2,88,ms,14
54,93,147Xe,0,B-N,8,,-4.24E+4,2.00E+2,88,ms,14
54,93,147Xe,0,B-2N,,,-4.24E+4,2.00E+2,88,ms,14
54,92,146Xe,0,B-,100,,-4.79E+4,2.42E+1,146,ms,5
54,92,146Xe,0,B-N,6.9,1.5,-4.79E+4,2.42E+1,146,ms,5
54,91,145Xe,0,B-,100,,-5.14E+4,1.11E+1,188,ms,4
54,91,145Xe,0,B-N,5,0.6,-5.14E+4,1.11E+1,188,ms,4
54,91,145Xe,0,B-2N,,,-5.14E+4,1.11E+1,188,ms,4
54,90,144Xe,0,B-,100,,-5.68E+4,5.31,388,ms,7
54,90,144Xe,0,B-N,3,0.3,-5.68E+4,5.31,388,ms,7
54,96,150Xe,0,B-,100,,-2.89E+4,3.00E+2,,,
54,96,150Xe,0,B-N,,,-2.89E+4,3.00E+2,,,
54,96,150Xe,0,B-2N,,,-2.89E+4,3.00E+2,,,
54,95,149Xe,0,B-,100,,-3.30E+4,3.00E+2,,,
54,95,149Xe,0,B-N,,,-3.30E+4,3.00E+2,,,
54,95,149Xe,0,B-2N,,,-3.30E+4,3.00E+2,,,
54,94,148Xe,0,B-,100,,-3.86E+4,3.00E+2,85,ms,15
54,94,148Xe,0,B-N,,,-3.86E+4,3.00E+2,85,ms,15
54,94,148Xe,0,B-2N,,,-3.86E+4,3.00E+2,85,ms,15
54,57,111Xe,0,EC+B+,89.6,1.9,-5.45E+4,1.15E+2,0.74,s,0.2
54,57,111Xe,0,A,10.4,1.9,-5.45E+4,1.15E+2,0.74,s,0.2
54,57,111Xe,0,ECP,,,-5.45E+4,1.15E+2,0.74,s,0.2
54,56,110Xe,0,A,64,35,-5.19E+4,1.00E+2,93,ms,3
54,56,110Xe,0,EC+B+,36,35,-5.19E+4,1.00E+2,93,ms,3
54,56,110Xe,0,ECP,,,-5.19E+4,1.00E+2,93,ms,3
54,55,109Xe,0,A,100,,-4.61E+4,3.00E+2,13,ms,2
54,54,108Xe,0,A,100,,-4.26E+4,3.79E+2,58,us,+106-23
54,59,113Xe,0,EC+B+,100,,-6.22E+4,6.84,2.74,s,0.08
54,59,113Xe,0,ECP,7,4,-6.22E+4,6.84,2.74,s,0.08
54,59,113Xe,0,ECA,0.007,0.004,-6.22E+4,6.84,2.74,s,0.08
54,59,113Xe,0,A,,,-6.22E+4,6.84,2.74,s,0.08
54,58,112Xe,0,EC+B+,99.2,,-6.00E+4,8.28,2.7,s,0.8
54,58,112Xe,0,A,0.8,,-6.00E+4,8.28,2.7,s,0.8
54,58,112Xe,0,ECP,,,-6.00E+4,8.28,2.7,s,0.8
54,60,114Xe,0,EC+B+,100,,-6.70E+4,1.11E+1,10,s,0.4
54,60,114Xe,0,ECP,,,-6.70E+4,1.11E+1,10,s,0.4
54,64,118Xe,0,EC+B+,100,,-7.80E+4,1.03E+1,3.8,m,0.9
54,63,117Xe,0,EC+B+,100,,-7.41E+4,1.03E+1,61,s,2
54,63,117Xe,0,ECP,0.0029,0.0006,-7.41E+4,1.03E+1,61,s,2
54,62,116Xe,0,EC+B+,100,,-7.30E+4,1.30E+1,58,s,2
54,61,115Xe,0,EC+B+,100,,-6.86E+4,1.21E+1,18,s,4
54,61,115Xe,0,ECP,0.34,0.06,-6.86E+4,1.21E+1,18,s,4
54,61,115Xe,0,ECA,0.0003,0.0001,-6.86E+4,1.21E+1,18,s,4
54,68,122Xe,0,EC,100,,-8.53E+4,1.11E+1,20.1,h,0.1
54,67,121Xe,0,EC+B+,100,,-8.24E+4,1.02E+1,39.1,m,1.0
54,66,120Xe,0,EC+B+,100,,-8.21E+4,1.18E+1,46,m,0.6
54,65,119Xe,0,EC+B+,100,,-7.87E+4,1.03E+1,5.8,m,0.3
54,69,123Xe,0,EC+B+,100,,-8.52E+4,9.53,2.05,h,0.014
55,58,113Cs,0,P,100,,-5.17E+4,8.57,16.9,us,0.1
55,57,112Cs,0,P,100,,-4.64E+4,1.16E+2,488,us,35
55,59,114Cs,0,EC+B+,99.982,0.006,-5.46E+4,8.50E+1,0.57,s,0.02
55,59,114Cs,0,ECP,8.7,1.3,-5.46E+4,8.50E+1,0.57,s,0.02
55,59,114Cs,0,ECA,0.19,0.03,-5.46E+4,8.50E+1,0.57,s,0.02
55,59,114Cs,0,A,0.018,0.006,-5.46E+4,8.50E+1,0.57,s,0.02
55,61,116Cs,0,EC+B+,100,,-6.20E+4,1.00E+2,0.7,s,0.03
55,61,116Cs,0,ECP,0.28,0.07,-6.20E+4,1.00E+2,0.7,s,0.03
55,61,116Cs,0,ECA,0.049,0.025,-6.20E+4,1.00E+2,0.7,s,0.03
55,61,116Cs,0+X,EC+B+,100,,-6.20E+4,1.00E+2,3.9,s,0.1
55,61,116Cs,0+X,ECP,0.51,0.15,-6.20E+4,1.00E+2,3.9,s,0.1
55,61,116Cs,0+X,ECA,0.005,0.003,-6.20E+4,1.00E+2,3.9,s,0.1
55,60,115Cs,0,EC+B+,100,,-5.96E+4,1.02E+2,1.03,s,0.1
55,60,115Cs,0,ECP,0.07,,-5.96E+4,1.02E+2,1.03,s,0.1
55,65,120Cs,0,EC+B+,100,,-7.38E+4,9.97,60.4,s,0.6
55,65,120Cs,0,ECP,0.00001,,-7.38E+4,9.97,60.4,s,0.6
55,65,120Cs,0,ECA,0.000024,,-7.38E+4,9.97,60.4,s,0.6
55,65,120Cs,0+X,EC+B+,100,,-7.38E+4,9.97,57,s,6
55,65,120Cs,0+X,ECP,0.00001,,-7.38E+4,9.97,57,s,6
55,65,120Cs,0+X,ECA,0.000024,,-7.38E+4,9.97,57,s,6
55,64,119Cs,0,EC+B+,100,,-7.23E+4,1.39E+1,29.1,s,0.7
55,64,119Cs,0.0863,EC+B+,100,,-7.22e+04,1.39e+01,43,s,0.2
55,63,118Cs,0,EC+B+,100,,-6.84E+4,1.27E+1,14,s,2
55,63,118Cs,0,ECP,0.042,,-6.84E+4,1.27E+1,14,s,2
55,63,118Cs,0,ECA,0.0024,,-6.84E+4,1.27E+1,14,s,2
55,63,118Cs,0+X,EC+B+,100,,-6.84E+4,1.27E+1,17,s,3
55,63,118Cs,0+X,ECP,0.042,,-6.84E+4,1.27E+1,17,s,3
55,63,118Cs,0+X,ECA,0.0024,,-6.84E+4,1.27E+1,17,s,3
55,62,117Cs,0+X,EC+B+,100,,-6.64E+4,6.24E+1,8.4,s,0.6
55,62,117Cs,0+X,EC+B+,100,,-6.64E+4,6.24E+1,6.5,s,0.4
55,69,124Cs,0,EC+B+,100,,-8.17E+4,9.15,30.9,s,0.4
55,69,124Cs,0.46263,IT,99.89,0.02,-8.13e+04,9.15e+00,6.4,s,0.07
55,69,124Cs,0.46263,EC+B+,0.11,0.02,-8.13e+04,9.15e+00,6.4,s,0.07
55,68,123Cs,0,EC+B+,100,,-8.10E+4,1.21E+1,5.91,m,0.06
55,68,123Cs,0.15627000000000002,IT,100,,-8.09e+04,1.21e+01,1.7,s,0.1
55,67,122Cs,0,EC+B+,100,,-7.81E+4,3.36E+1,21.18,s,0.19
55,67,122Cs,0.12707,IT,100,,-7.80e+04,3.37e+01,0.36,s,0.02
55,67,122Cs,0.14,EC+B+,100,,-7.80e+04,3.37e+01,3.7,m,0.11
55,66,121Cs,0,EC+B+,100,,-7.71E+4,1.42E+1,155,s,4
55,66,121Cs,0.0685,EC+B+,83,,-7.70e+04,1.43e+01,122,s,3
55,66,121Cs,0.0685,IT,17,,-7.70e+04,1.43e+01,122,s,3
55,72,127Cs,0,EC+B+,100,,-8.62E+4,5.57,6.25,h,0.1
55,71,126Cs,0,EC+B+,100,,-8.43E+4,1.03E+1,1.643,m,0.017
55,70,125Cs,0,EC+B+,100,,-8.40E+4,7.73,44.35,m,0.29
55,76,131Cs,0,EC,100,,-8.80E+4,1.77E-1,9.688,d,0.004
55,75,130Cs,0,EC+B+,98.4,,-8.68E+4,8.35,29.2,m,0.04
55,75,130Cs,0,B-,1.6,,-8.68E+4,8.35,29.2,m,0.04
55,75,130Cs,0.16325,IT,99.84,0.02,-8.67e+04,8.36e+00,3.46,m,0.06
55,75,130Cs,0.16325,EC+B+,0.16,0.02,-8.67e+04,8.36e+00,3.46,m,0.06
55,74,129Cs,0,EC+B+,100,,-8.74E+4,4.55,32.13,h,0.1
55,73,128Cs,0,EC+B+,100,,-8.59E+4,5.37,3.64,m,0.02
55,79,134Cs,0,B-,99.9997,0.0001,-8.68E+4,1.60E-2,2.0656,y,0.0005
55,79,134Cs,0,EC,0.0003,0.0001,-8.68E+4,1.60E-2,2.0656,y,0.0005
55,79,134Cs,0.1387441,IT,100,,-8.68e+04,1.60e-02,2.912,h,0.002
55,77,132Cs,0,EC+B+,98.13,0.09,-8.71E+4,1.03,6.48,d,0.006
55,77,132Cs,0,B-,1.87,0.09,-8.71E+4,1.03,6.48,d,0.006
55,83,138Cs,0,B-,100,,-8.28E+4,9.15,32.48,m,0.2
55,83,138Cs,0.07990000000000001,IT,81.5,,-8.28e+04,9.16e+00,2.91,m,0.07
55,83,138Cs,0.07990000000000001,B-,18.5,,-8.28e+04,9.16e+00,2.91,m,0.07
55,82,137Cs,0,B-,100,,-8.65E+4,3.02E-1,30.007,y,+0.023-0.023
55,81,136Cs,0,B-,100,,-8.63E+4,1.87,13.01,d,0.05
55,81,136Cs,0.5179,IT,,,-8.58e+04,1.87e+00,17.5,s,0.2
55,81,136Cs,0.5179,B-,,,-8.58e+04,1.87e+00,17.5,s,0.2
55,80,135Cs,0,B-,100,,-8.75E+4,3.64E-1,1.33e+06,y,1.90e+05
55,80,135Cs,1.6329,IT,100,,-8.59e+04,3.64e-01,53,m,2
55,87,142Cs,0,B-,100,,-7.05E+4,7.06,1.687,s,0.009
55,87,142Cs,0,B-N,0.0906,0.0028,-7.05E+4,7.06,1.687,s,0.009
55,86,141Cs,0,B-,100,,-7.44E+4,9.19,24.86,s,0.1
55,86,141Cs,0,B-N,0.036,0.004,-7.44E+4,9.19,24.86,s,0.1
55,85,140Cs,0,B-,100,,-7.70E+4,8.19,64,s,0.4
55,84,139Cs,0,B-,100,,-8.07E+4,3.13,9.25,m,0.06
55,89,144Cs,0,B-,100,,-6.32E+4,2.01E+1,0.993,s,0.007
55,89,144Cs,0,B-N,3.02,0.08,-6.32E+4,2.01E+1,0.993,s,0.007
55,88,143Cs,0,B-,100,,-6.76E+4,7.57,1.795,s,0.008
55,88,143Cs,0,B-N,1.65,0.09,-6.76E+4,7.57,1.795,s,0.008
55,90,145Cs,0,B-,100,,-6.00E+4,9.06,588,ms,5
55,90,145Cs,0,B-N,12.84,0.43,-6.00E+4,9.06,588,ms,5
55,94,149Cs,0,B-,100,,-4.33E+4,4.00E+2,112,ms,3
55,94,149Cs,0,B-N,25,4,-4.33E+4,4.00E+2,112,ms,3
55,94,149Cs,0,B-2N,,,-4.33E+4,4.00E+2,112,ms,3
55,93,148Cs,0,B-,100,,-4.69E+4,1.30E+1,151,ms,2
55,93,148Cs,0,B-N,28.7,4.1,-4.69E+4,1.30E+1,151,ms,2
55,93,148Cs,0,B-2N,,,-4.69E+4,1.30E+1,151,ms,2
55,92,147Cs,0,B-,100,,-5.19E+4,8.38,232,ms,2
55,92,147Cs,0,B-N,28.5,1.7,-5.19E+4,8.38,232,ms,2
55,91,146Cs,0,B-,100,,-5.53E+4,2.89,322,ms,1
55,91,146Cs,0,B-N,14.2,0.5,-5.53E+4,2.89,322,ms,1
55,91,146Cs,0,B-2N,,,-5.53E+4,2.89,322,ms,1
55,97,152Cs,0,B-,100,,-2.91E+4,5.00E+2,,,
55,97,152Cs,0,B-N,,,-2.91E+4,5.00E+2,,,
55,97,152Cs,0,B-2N,,,-2.91E+4,5.00E+2,,,
55,96,151Cs,0,B-,100,,-3.42E+4,5.00E+2,59,ms,19
55,96,151Cs,0,B-N,,,-3.42E+4,5.00E+2,59,ms,19
55,96,151Cs,0,B-2N,,,-3.42E+4,5.00E+2,59,ms,19
55,95,150Cs,0,B-,100,,-3.81E+4,4.00E+2,80.8,ms,2.8
55,95,150Cs,0,B-N,44,,-3.81E+4,4.00E+2,80.8,ms,2.8
55,95,150Cs,0,B-2N,,,-3.81E+4,4.00E+2,80.8,ms,2.8
56,92,148Ba,0,B-,100,,-5.75E+4,1.49,619,ms,4
56,92,148Ba,0,B-N,0.389,0.332,-5.75E+4,1.49,619,ms,4
56,93,149Ba,0,B-,100,,-5.28E+4,2.51,352,ms,5
56,93,149Ba,0,B-N,3.9,1.2,-5.28E+4,2.51,352,ms,5
56,94,150Ba,0,B-,100,,-4.98E+4,5.68,258,ms,5
56,94,150Ba,0,B-N,1,0.5,-4.98E+4,5.68,258,ms,5
56,95,151Ba,0,B-,100,,-4.49E+4,4.00E+2,167,ms,5
56,95,151Ba,0,B-N,,,-4.49E+4,4.00E+2,167,ms,5
56,90,146Ba,0,B-,100,,-6.48E+4,1.77,2.16,s,0.04
56,91,147Ba,0,B-,100,,-6.02E+4,1.97E+1,894,ms,7
56,91,147Ba,0,B-N,0.071,0.044,-6.02E+4,1.97E+1,894,ms,7
56,96,152Ba,0,B-,100,,-4.16E+4,4.00E+2,140,ms,7
56,96,152Ba,0,B-N,,,-4.16E+4,4.00E+2,140,ms,7
56,97,153Ba,0,B-,100,,-3.64E+4,4.00E+2,113,ms,39
56,97,153Ba,0,B-N,,,-3.64E+4,4.00E+2,113,ms,39
56,97,153Ba,0,B-2N,,,-3.64E+4,4.00E+2,113,ms,39
56,98,154Ba,0,B-,100,,-3.29E+4,5.00E+2,53,ms,48
56,98,154Ba,0,B-N,,,-3.29E+4,5.00E+2,53,ms,48
56,58,114Ba,0,EC+B+,99.1,0.3,-4.59E+4,1.02E+2,0.41,s,+0.15-0.1
56,58,114Ba,0,ECP,20,10,-4.59E+4,1.02E+2,0.41,s,+0.15-0.1
56,58,114Ba,0,A,0.9,0.3,-4.59E+4,1.02E+2,0.41,s,+0.15-0.1
56,59,115Ba,0,EC+B+,100,,-4.89E+4,2.00E+2,0.45,s,0.05
56,59,115Ba,0,ECP,15,,-4.89E+4,2.00E+2,0.45,s,0.05
56,60,116Ba,0,EC+B+,100,,-5.43E+4,2.00E+2,1.3,s,0.2
56,60,116Ba,0,ECP,3,1,-5.43E+4,2.00E+2,1.3,s,0.2
56,61,117Ba,0,EC+B+,100,,-5.74E+4,2.50E+2,1.75,s,0.06
56,61,117Ba,0,ECP,13,3,-5.74E+4,2.50E+2,1.75,s,0.06
56,61,117Ba,0,ECA,0.024,0.013,-5.74E+4,2.50E+2,1.75,s,0.06
56,62,118Ba,0,EC+B+,100,,-6.22E+4,2.00E+2,5.2,s,0.2
56,62,118Ba,0,ECP,,,-6.22E+4,2.00E+2,5.2,s,0.2
56,67,123Ba,0,EC+B+,100,,-7.56E+4,1.21E+1,2.4,m,0.4
56,68,124Ba,0,EC+B+,100,,-7.90E+4,1.24E+1,10.8,m,0.6
56,69,125Ba,0,EC+B+,100,,-7.96E+4,1.09E+1,3.3,m,0.3
56,63,119Ba,0,EC+B+,100,,-6.45E+4,2.00E+2,5.4,s,0.3
56,63,119Ba,0,ECP,25,2,-6.45E+4,2.00E+2,5.4,s,0.3
56,64,120Ba,0,EC+B+,100,,-6.88E+4,3.00E+2,24,s,2
56,65,121Ba,0,EC+B+,100,,-7.07E+4,1.41E+2,29.7,s,1.5
56,65,121Ba,0,ECP,0.02,0.01,-7.07E+4,1.41E+2,29.7,s,1.5
56,66,122Ba,0,EC+B+,100,,-7.46E+4,2.79E+1,1.95,m,0.15
56,70,126Ba,0,EC+B+,100,,-8.26E+4,1.24E+1,98.6,m,1.5
56,71,127Ba,0,EC+B+,100,,-8.28E+4,1.13E+1,12.8,m,0.3
